id,0,5,11,13,14
## Translators
#5  RusTranslation: Tommy-XL
#13 SChinese: fivefirex&ZeMingOH233 New Roles: 2T&MC-AS-Huier&xiaojin (Edit: Tanakanira)
#14 TChinese: NetherDragon_Tw (Edit: Soukunsandesu)
#?  German: DenKar

## 役職
Neutral,Neutral and Coven,Нейтрал и Ковен,第三陣営,中立阵营(包括巫师),中立陣營,Neutrale und Zirkel
CovenWitchInfoLong,"(Coven):\nThe Witch is similar to Puppeteer, allowing you to taglock players to kill others.","(Ковен):\nВедьма похожа на Puppeteer, позволяя вам заклинать игроков, чтобы убивать других.","(Coven):\nInfo unfinished.","(巫师团):\n巫师团领袖与傀儡师类似，允许你用操控玩家来杀死其他人。","(Zirkel):\nDie Hexe ist genauso wie der Puppenspieler.\nAnstatt jemanden zu töten, können "kills" einen Spieler zwingen, das nächsten Nicht-Zirklemitglied zu töten, dem er begegnet.\nWenn der Spieler, den deine Puppe getötet hat, eine Fähigkeit hat, die beim Tod aktiviert wird, wird der Effekt auf die Puppe und nicht auf dich selbst übertragen.\nDu kannst nicht normal töten."
HexMasterInfoLong,"(Coven):\nThe Hex Master can hex people like an Arsonist. \nAfter hexing everyone, if they survive the next meeting, they hex bomb everyone and win.","(Ковен):\nH\Мастер проклятий может накладывать порчу на людей, как Arsonist. \nПосле наложения порчи на всех, если они выживают на следующей встрече, они бомбят всех и побеждают.","(Coven):\nInfo unfinished.","(巫师团):\n魔法师的技能与纵火犯完全一样。\n为活下来的人使用魔法，直到所有人都被魔法师标记就可以胜利。","(Zirkel):\nDer Hexmeister kann wie ein Brandstifter verhexen. \nNachdem er jeden verhext hat, wenn sie das nächste Meeting überleben, verhexen sie alle und gewinnen."
PotionMasterInfoLong,"(Coven):\nThe Potion Master can use potions to reveal something about their target. \nThey have 3 potions. \nKill, Curse, and Reveal. \nKill is just kill. \nRevealing allows you to reveal someone's role to all coven members. \nAnd cursing is like Warlock after revealing.","(Ковен):\nМастер зелий может использовать зелья, чтобы раскрыть что-то о своей цели.\nУ них есть 3 зелья.\nУбийство, Проклятие и Раскрытие.\nУбийство - это просто убийство.\nРаскрытие позволяет раскрыть чью-то роль всему клану Ковенов. \nИ Раскрытие - это как Warlock после раскрытия.","(Coven):\nInfo unfinished.","(巫师团):\n药剂师可以用药水来揭示目标的一些情况。\n他有3种药水。\n杀戮、诅咒和揭发。\n杀戮就是杀戮。\n揭发可以让你向所有巫师团成员揭发某人的职业。\n而诅咒就跟术士一样。","(Zirkel):\nDer Trankmeister kann Tränke benutzen, um etwas über ihr Ziel zu enthüllen. \nSie haben 3 Tränke. \nTöten, Verfluchen und Enthüllen. \nTöten ist einfach nur ein Kill. \nDas Enthüllen ermöglicht es Ihnen, die Rolle einer Person allen Zirkelmitgliedern zu enthüllen. \nUnd Verfluchen ist wie beim Hexenmeister nach dem Enthüllen."
MedusaInfoLong,"(Coven):\nMedusa can Stone Gaze just like the Veteran to counterattack any attacks. \nHowever, if a body killed by Medusa isn't reported in a set amount of time, the body turns to stone and is unreportable.","(Ковен):\nМедуза может использовать Каменный Взгляд, как и Ветеран, чтобы предотвращать любые атаки. \nОднако, если в течение установленного периода времени никто не зарепортит труп убитом Медузой, то труп превратится в камень и его нельзя будет зарепортить.","(Coven):\nInfo unfinished.","(巫师团):\n美杜莎可以像老兵一样来反击任何攻击。\n如果被美杜莎击杀的玩家的尸体在规定的时间内没有被报告，尸体就会变成石头，无法报告。","(Zirkel):\nMedusa kann genauso wie der Veteran mit dem Steinblick jeden Angriff abwehren. \nAllerdings wird ein Leichnam, der von Medusa getötet wurde und innerhalb einer bestimmten Zeit nicht gemeldet wird, zu Stein und kann nicht mehr gemeldet werden."
MimicInfoLong,"(Coven):\nThe Mimic can mimic an Impostor role that currently isnt being used. \nThe Mimic cannot spawn in a game with the Necromancer.","(Ковен):\nМимик может имитировать роль Предателя, которая в данный момент не используется. \nМимик не может появиться в игре с Некромантом.","(Coven):\nInfo unfinished.","(巫师团):\n模仿师可以模仿一个没有被使用的伪装者职业。\n模仿大师不会与亡灵法师一起出现。","(Zirkel):\nDer Mimic kann eine Rolle eines Impostors imitieren, die derzeit nicht verwendet wird. \nDer Mimic kann nicht in einem Spiel mit dem Totenbeschwörer erscheinen."
NecromancerInfoLong,"(Coven):\nThe Necromancer can mimic any killing role. \nThe Necromancer cannot spawn with a Mimic.","(Ковен):\nНекромант может имитировать любую убийственную роль.\nНекромант так же не может появиться с Мимиком.","(Coven):\nInfo unfinished.","(巫师团):\n亡灵法师可以模仿任何一个带刀职业。\n亡灵法师不会与模仿大师一起出现。","(Zirkel):\nDer Totenbeschwörer kann jede Tötungsrolle nachahmen. \nDer Totenbeschwörer kann nicht mit einem Mimic erscheinen."
ConjurorInfoLong,"(Coven):\nThe Conjuror can shift to place traps. \nThese acid traps will kill anyone who walks through them.","(Ковен):\nФокусник может расставлять ловушки. \nЭти ловушки убьют любого игрока который пройдет через них.","(Coven):\nInfo unfinished.","(巫师团):\魔术师可以通过转移、放置陷阱。\n这些陷阱会杀死任何走过它们的人。","(Zirkel):\nDer Beschwörer kann sich transformieren, um Fallen zu platzieren. \nDiese Säurefallen töten jeden, der hindurchläuft."


# HideAndSeek
HASFoxInfoLong,"(HideAndSeek):\nThey win the game with other Roles (except Troll) only if they are alive at the game end.","(Прятки):\nОн выигрывает игру с другими ролями (кроме Troll), только если он выжил в конце игры.","(かくれんぼ):\nトロールを除くいずれかの陣営が勝利したときに生き残っていれば、勝利した陣営に追加で勝利することができる。","（躲猫猫模式）:\n狐狸活到最后便与获胜阵营一同获胜。","(躲貓貓):\n除了其他的中立陣營以外,只要狐妖活下來即可獲勝\n他們將跟著遊戲結束的獲勝陣營一起獲勝。","(HideAndSeek):\nSie gewinnen das Spiel mit anderen Rollen (außer Troll), nur wenn sie am Ende des Spiels noch am Leben sind."
HASTrollInfoLong,"(HideAndSeek):\nThe Trolls win alone if killed.","(Прятки):\nTroll побеждают в одиночку, если его убивают.",(かくれんぼ):\n鬼にキルされたときに単独勝利となる。この場合、狐が生き残っていても狐は敗北となる。","（躲猫猫模式）:\n诱惑者被抓则诱惑者单独获胜。","(躲貓貓):\n當誘捕者被狼人殺死,被殺的誘捕者就宣告獲勝\n在這個例子中,狐妖即使活著也宣告失敗。","(HideAndSeek):\nDer Troll gewinnt alleine wenn er stirbt."
PainterInfoLong,"(Splatoon):\nThe Painter can use their kill button to paint other people their current color. When Everyone is the same color, all Painters win.","(Splatoon):\nPainter(Художник) может использовать кнопку 'Убить', чтобы раскрасить других людей их текущим цветом. Когда все будут окрашены в один цвет то выигрывают все Художники.","(Splatoon):\nThe Painter can use their kill button to paint other people their current color. When Everyone is the same color, all Painters win.","(涂漆模式):\n喷漆工可以用他的击杀按钮为其他人画上他们当前的颜色。\n当每个人都是相同的颜色时，所有喷漆工都会胜利。","(Splatoon):\nDer Maler kann seine Mordtaste verwenden, um andere Personen in seiner aktuellen Farbe anzumalen. Wenn alle Personen dieselbe Farbe haben, gewinnen alle Maler."
JanitorInfoLong,"(Splatoon):\nThe Janitor can use thier kill button to reverse the paint of someone. They are on the Workers team and win with Workers.","(Splatoon):\nУборщик может использовать свою кнопку убийства, чтобы изменить цвет какого лиюо игрока. Они в команде Workers и они побеждают вместе с Workers.","(Splatoon):\nThe Janitor can use thier kill button to reverse the paint of someone. They are on the Workers team and win with Workers.","(涂漆模式):\n清洁工可以使用击杀按钮来清理油漆。\n他们属于工人队，与工人队一起获胜。","(Splatoon):\nDer Reiniger kann seine Tötungstaste verwenden, um die Farbe von jemandem umzukehren. Er ist im Team der Arbeiter und gewinnt mit den Arbeitern."
